#	X	Y	Z
689	33	39	25	31
690	36	45	25	34
691	30	31	26	27
692	30	32	26	28
693	33	38	26	31
694	34	40	26	32
695	37	46	26	35
696	31	32	27	28
697	31	33	27	29
698	34	39	27	32
699	35	41	27	33
700	38	47	27	36
701	32	33	28	29
702	32	34	28	30
703	35	40	28	33
704	36	42	28	34
705	39	48	28	37
706	33	34	29	30
707	33	35	29	31
708	36	41	29	34
709	37	43	29	35
710	32	33	30	31
711	33	35	30	32
712	35	38	30	33
713	37	43	30	36
714	39	46	30	37
715	34	35	31	32
716	36	35	31	33
717	37	41	31	35
718	44	39	31	37
719	34	35	32	33
720	35	37	32	34
721	37	40	32	35
722	39	45	32	38
723	41	48	32	39
724	37	38	33	34
725	37	39	33	35
726	40	45	33	38
727	41	47	33	39
728	38	39	34	35
729	38	40	34	36
730	41	46	34	39
731	42	48	34	40
732	39	40	35	36
733	39	41	35	37
734	42	47	35	40
735	39	40	36	37
736	41	40	36	38
737	42	46	36	40
738	41	42	37	38
739	42	41	37	39
740	43	47	37	41
741	41	42	38	39
742	42	44	38	40
743	43	44	39	40
744	42	44	39	41
745	44	47	39	42
746	43	44	40	41
747	44	46	40	42
748	43	44	41	42
749	46	45	41	43
750	45	46	42	43
751	47	46	42	44
752	46	47	43	44
753	46	47	44	45
754	1	16	6	11
755	16	1	6	11
756	1	21	6	11
757	1	21	11	16
758	21	6	11	16
759	1	25	7	13
760	1	25	13	19
761	1	31	7	13
762	1	31	13	19
763	31	7	13	19
764	1	31	19	25
765	31	7	19	25
766	1	36	8	15
767	1	36	15	22
768	1	36	22	29
769	1	43	8	15
770	1	43	15	22
771	43	8	15	22
772	1	43	22	29
773	43	8	22	29
774	1	43	29	36
775	43	8	29	36
776	1	41	9	17
777	1	41	17	25
778	1	41	25	33
779	2	17	7	12
780	17	2	7	12
781	2	22	7	12
782	2	22	12	17
783	22	7	12	17
784	2	26	8	14
785	2	26	14	20
786	2	32	8	14
787	2	32	14	20
788	32	8	14	20
789	2	32	20	26
790	32	8	20	26
791	2	37	9	16
792	2	37	16	23
793	2	37	23	30
794	2	44	9	16
795	2	44	16	23
796	44	9	16	23
797	2	44	23	30
798	44	9	23	30
799	2	44	30	37
800	44	9	30	37
801	2	42	10	18
802	2	42	18	26
803	2	42	26	34
804	3	18	8	13
805	18	3	8	13
806	3	23	8	13
807	3	23	13	18
808	23	8	13	18
809	3	27	9	15
810	3	27	15	21
811	3	33	9	15
812	3	33	15	21
813	33	9	15	21
814	3	33	21	27
815	33	9	21	27
816	3	38	10	17
817	3	38	17	24
818	3	38	24	31
819	3	45	10	17
820	3	45	17	24
821	45	10	17	24
822	3	45	24	31
823	45	10	24	31
